,AIRPORT_ID,AIRPORT,station_id,distance
589,11413,DRO,USW00093005,2.780853374990178
590,11415,DRT,USW00022010,0.46037538349478246
591,11416,DRU,USC00242511,0.5971718482964425
592,11421,DSI,USW00053853,0.029818938193275527
593,11423,DSM,USW00014933,0.36720744001326905
594,11424,DTA,USW00053165,0.7342401719706537
595,11425,DTH,USC00042319,1.1604416527151549
596,11427,DTL,USC00212142,3.8862803627653153
597,11429,DTN,USW00053905,0.28028198370781754
598,11430,DTO,USW00003991,0.43801355800616865
599,11431,DTR,US1WASJ0028,6.819376241105568
600,11432,DTT,USC00202016,3.814117720276765
601,11433,DTW,USW00094847,2.8017322735973598
602,11434,DUA,USC00342680,7.479627912226535
603,11436,DUC,USC00342665,1.469885702378782
604,11439,DUF,US1NCCC0003,9.55111016650023
605,11440,DUG,USW00093026,1.1952106178443522
606,11441,DUJ,USW00004787,0.024444948586400374
607,11445,DUT,USC00502587,0.44625945198244305
608,11447,DVL,USC00322148,0.741898059240359
609,11448,DVN,USC00132070,0.5733432759286567
610,11450,DVT,USW00003184,0.07406352215761768
611,11452,DWA,US1CAYL0007,1.0242348622574742
612,11453,DWH,USW00053910,0.6951433386504342
613,11454,DWS,US1FLOR0029,9.39072197079777
614,11456,DXR,USW00054734,0.05656609648049617
615,11459,DYS,USW00013910,1.4838771124161443
616,11463,EAA,USW00026422,0.16500681740470544
617,11464,EAG,USC00506463,1.5053034402285799
618,11467,EAN,US1WYPT0016,2.0206645825497023
619,11468,EAR,USC00254335,0.5729155113029678
620,11470,EAT,USW00094239,0.4342534477813207
621,11471,EAU,USW00014991,0.29301029567549575
622,11478,ECA,US1MIIC0003,6.948856220623753
623,11479,ECG,USW00013786,0.050024816200309345
624,11481,ECP,USW00073805,1.2688648506913887
625,11482,ECS,US1WYWS0013,11.43806799803324
626,11483,ECU,US1TXED0025,3.796492596144278
627,11484,EDA,US1AKPW0001,3.152162090772496
628,11486,EDE,USW00013761,1.2319139949512021
629,11487,EDF,USW00026401,0.37473772339086725
630,11490,EDW,USW00023114,2.3057375083264198
